Challenge,Cartographer,Map,Links,Area,City,Topics,Types,Tools
**22** ^Movement^,**@VictimOfMaths** ^Colin Angus^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/VictimOfMaths_22.jpg),[tweet](https://twitter.com/VictimOfMaths/status/1330549481247547393) [web](https://github.com/VictimOfMaths/COVID-19/blob/master/Heatmaps/COVIDLACaseData.R),UK,,COVID-19,"animation, hexmap",R
**06** ^Red^,**@e2molin** ^Esteban Escolano Molin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/e2molin_06.jpg),[tweet](https://twitter.com/e2molin/status/1324646859210739712) ,,,,,
**02** ^Lines^,**@geotologist** ^Simon Bardsley^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geotologist_02.jpg),[tweet](https://twitter.com/geotologist/status/1323165257288740865) ,Niue,,,,QGIS
**10** ^Grid^,**@lacxrx** ^Romain Lx^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/lacxrx_10.jpg),[tweet](https://twitter.com/lacxrx/status/1326055217314590720) ,France,,environment,,QGIS
**03** ^Polygons^,**@Kulbinderdio** ^Kulbinder dio^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Kulbinderdio_03.jpg),[tweet](https://twitter.com/Kulbinderdio/status/1323184305045229568) ,,,,,
**27** ^Big/small data^,**@emu_info** ^Emu Analytics^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/emu_info_27.jpg),[tweet](https://twitter.com/emu_info/status/1332354361574518786) ,,,,,
**29** ^Globe^,**@MapsByAntonia** ^Antonia Blankenberg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MapsByAntonia_29.jpg),[tweet](https://twitter.com/MapsByAntonia/status/1333079462120927235) ,,,,,
**22** ^Movement^,**@azolnai** ^Andrew Zolnai^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/azolnai_22.jpg),[tweet](https://twitter.com/azolnai/status/1330521161541758977) ,,,,,
**03** ^Polygons^,**@mizuta_kenji** ^mizuta kenji^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mizuta_kenji_03.jpg),[tweet](https://twitter.com/mizuta_kenji/status/1323583373722284032) ,,,,,
**07** ^Green^,**@Remykiwi78** ^Rem^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Remykiwi78_07.jpg),[tweet](https://twitter.com/Remykiwi78/status/1325080064313188355) ,,,,,
**24** ^Elevation^,**@DrGeoffSmith** ^Geoff Smith^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DrGeoffSmith_24.jpg),[tweet](https://twitter.com/DrGeoffSmith/status/1331284840147251201) ,,,,,
**22** ^Movement^,**@_anirudhgovind** ^Anirudh^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/_anirudhgovind_22.png),[tweet](https://twitter.com/_anirudhgovind/status/1330501147782574081) ,India,Bangalore,,,
**20** ^Population^,**@Arnold_Platon** ^Arnold Platon^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Arnold_Platon_20.jpg),[tweet](https://twitter.com/Arnold_Platon/status/1330050959314194434) ,,,,,
**07** ^Green^,**@Juanizio_C** ^Juanizio Correa^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Juanizio_C_07.jpg),[tweet](https://twitter.com/Juanizio_C/status/1325259935974891525) ,,,,,
**17** ^Historical^,**@JonoPatterson** ^JonoPatterson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JonoPatterson_17.jpg),[tweet](https://twitter.com/JonoPatterson/status/1328734753093283840) ,,,,,Aerialod
**27** ^Big/small data^,**@hireuter** ^Hannes Reuter^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/hireuter_27.jpg),[tweet](https://twitter.com/hireuter/status/1332381170831486976) ,,,,,
**14** ^Climate change^,**@MikeCoatsDotCom** ^Mike Coats^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MikeCoatsDotCom_14.jpg),[tweet](https://twitter.com/MikeCoatsDotCom/status/1327735515442008065) ,,,,,
**02** ^Lines^,**@iwengraf** ^Ivo Wengraf^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/iwengraf_02.jpg),[tweet](https://twitter.com/iwengraf/status/1323615164990709766) ,,,,,
**28** ^Non-geographic^,**@rsfrankl** ^Rachel Franklin🦚^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/rsfrankl_28.jpg),[tweet](https://twitter.com/rsfrankl/status/1332732312669327362) ,,,,,
**22** ^Movement^,**@dickoah** ^Ahmadou Dicko^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dickoah_22.jpg),[tweet](https://twitter.com/dickoah/status/1330623761675120647) ,,,,,
**01** ^Points^,**@benfriin** ^Ben^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/benfriin_01.jpg),[tweet](https://twitter.com/benfriin/status/1322910136235630592) ,France,,,,
**01** ^Points^,**@dataisawesomeo** ^Christoph Er^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dataisawesomeo_01.jpg),[tweet](https://twitter.com/dataisawesomeo/status/1323413807159541760) ,,,,,
**09** ^Monochrome^,**@achillida** ^Andrés Chillida^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/achillida_09.jpg),[tweet](https://twitter.com/achillida/status/1326177662461677568) ,Argentina,Buenos Aires,,,QGIS
**20** ^Population^,**@somethinsfischy** ^Jared Fischer^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/somethinsfischy_20.jpg),[tweet](https://twitter.com/somethinsfischy/status/1329904427155685376) ,,,,,
**03** ^Polygons^,**@whiterabbit_sci** ^The White Rabbit Science^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/whiterabbit_sci_03.jpg),[tweet](https://twitter.com/whiterabbit_sci/status/1323855795973476353) ,,,,,
**01** ^Points^,**@trolleway** ^троллейбус при анкапе^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/trolleway_01.jpg),[tweet](https://twitter.com/trolleway/status/1322972333406146560) ,,,,,
**02** ^Lines^,**@KeirClarke** ^Keir Clarke^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/KeirClarke_02.jpg),[tweet](https://twitter.com/KeirClarke/status/1323207212542664704) ,,,,,
**03** ^Polygons^,**@AntoninBorgnon** ^Antonin Borgnon^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AntoninBorgnon_03.jpg),[tweet](https://twitter.com/AntoninBorgnon/status/1323637382281908224) ,,,,,
**27** ^Big/small data^,**@BBMountClub** ^Phil Tarr (BBMC)^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BBMountClub_27.jpg),[tweet](https://twitter.com/BBMountClub/status/1332265908828508160) ,,,,,
**28** ^Non-geographic^,**@gontsa** ^gontsa^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/gontsa_28.jpg),[tweet](https://twitter.com/gontsa/status/1332819747398946823) ,,,,,
**19** ^NULL^,**@AFCotroneo** ^Anton1o^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AFCotroneo_19.png),[tweet](https://twitter.com/AFCotroneo/status/1333868068305514500) ,,Null Island,,,OmniSci
**16** ^Islands^,**@StrathSlater** ^Strath Slater^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/StrathSlater_16.jpg),[tweet](https://twitter.com/StrathSlater/status/1328254164972040193) ,,,,,
**16** ^Islands^,**@DanaeKontou** ^Danae Kontou^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DanaeKontou_16.jpg),[tweet](https://twitter.com/DanaeKontou/status/1328390586659975171) ,,,,,
**12** ^Non-GIS^,**@richard_vogg** ^Richard Vogg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/richard_vogg_12.jpg),[tweet](https://twitter.com/richard_vogg/status/1326838200854339584) ,World,,,,
**14** ^Climate change^,**@vanhorssenpeter** ^peter^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vanhorssenpeter_14.png),[tweet](https://twitter.com/vanhorssenpeter/status/1327559284394225670) ,,,,,R
**26** ^New tool^,**@Koen_VdE** ^Koen Van den Eeckhout^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Koen_VdE_26.jpg),[tweet](https://twitter.com/Koen_VdE/status/1332025351946592263) ,Europe,,,,Flourish
**14** ^Climate change^,**@robradburn** ^Rob Radburn^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/robradburn_14.jpg),[tweet](https://twitter.com/robradburn/status/1327514100381982721) ,UK,London,environment,small multiples,Tableau
**06** ^Red^,**@ehab_hessy** ^Ehab ALhessy 🇵🇸^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ehab_hessy_06.jpg),[tweet](https://twitter.com/ehab_hessy/status/1324835227471151113) ,,,,,
**01** ^Points^,**@Jumbostation** ^Tono_O^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Jumbostation_01.jpg),[tweet](https://twitter.com/Jumbostation/status/1322902714498646017) ,,,,,QGIS
**01** ^Points^,**@martinfernandoo** ^Martin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/martinfernandoo_01.jpg),[tweet](https://twitter.com/martinfernandoo/status/1323036843047354368) ,World,,30DayMapChallenge,,
**04** ^Hexagons^,**@azzadv** ^Azzadv Sawungrana^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/azzadv_04.jpg),[tweet](https://twitter.com/azzadv/status/1324352043893420038) ,,,,,
**29** ^Globe^,**@dbgoody** ^Richard Goodman^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dbgoody_29.jpg),[tweet](https://twitter.com/dbgoody/status/1333819529722548228) ,,,,,
**23** ^Boundaries^,**@jgoodyear9** ^James Goodyear^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jgoodyear9_23.jpg),[tweet](https://twitter.com/jgoodyear9/status/1330797682827223042) ,,,,,
**11** ^3D^,**@elmalovestrees** ^Emma Hall^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/elmalovestrees_11.jpg),[tweet](https://twitter.com/elmalovestrees/status/1326580057901572098) ,UK,Bristol,,,
**09** ^Monochrome^,**@Di_dyne** ^Di_Dyne^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Di_dyne_09.jpg),[tweet](https://twitter.com/Di_dyne/status/1325910791174893569) ,,,,,
**17** ^Historical^,**@my_physical** ^MyPhysicalWorld^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/my_physical_17.jpg),[tweet](https://twitter.com/my_physical/status/1328700783118807042) ,,,,,
**06** ^Red^,**@anlugonz** ^Ana Lucía González^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/anlugonz_06.png),[tweet](https://twitter.com/anlugonz/status/1325209891351506944) ,Colombia,Galerazamba,,,
**05** ^Blue^,**@hansakwast** ^Hans van der Kwast^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/hansakwast_05.png),[tweet](https://twitter.com/hansakwast/status/1324250426863165441) ,,,,,QGIS
**05** ^Blue^,**@darenw** ^Daren Willman^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/darenw_05.jpg),[tweet](https://twitter.com/darenw/status/1324354565320413184) ,,,,,
**01** ^Points^,**@allyoucanmap** ^stefano bovio^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/allyoucanmap_01.jpg),[tweet](https://twitter.com/allyoucanmap/status/1322931943021907970) ,,,,,
**29** ^Globe^,**@klaskarlsson** ^Klas Karlsson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/klaskarlsson_29.jpg),[tweet](https://twitter.com/klaskarlsson/status/1332994449715105793) ,,,,,
**14** ^Climate change^,**@DrGeoffSmith** ^Geoff Smith^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DrGeoffSmith_14.jpg),[tweet](https://twitter.com/DrGeoffSmith/status/1327633062637735936) ,,,,,
**03** ^Polygons^,**@mildthing99** ^BC^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mildthing99_03.jpg),[tweet](https://twitter.com/mildthing99/status/1323543454706814978) ,,,,,
**07** ^Green^,**@EnriquePablito** ^Quique Montiel^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/EnriquePablito_07.jpg),[tweet](https://twitter.com/EnriquePablito/status/1325562380240228353) ,,,,,QGIS
**17** ^Historical^,**@vtcraghead** ^Bill Morris^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vtcraghead_17.jpg),[tweet](https://twitter.com/vtcraghead/status/1328704353851617286) ,,,,,
**24** ^Elevation^,**@keirtography** ^keirtography^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/keirtography_24.jpg),[tweet](https://twitter.com/keirtography/status/1331281192142872576) ,,,,,
**06** ^Red^,**@atstyan** ^Andrew Styan^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/atstyan_06.jpg),[tweet](https://twitter.com/atstyan/status/1324568161035804677) ,Australia,,,,
**11** ^3D^,**@SavoirsEnBulles** ^Les Savoirs Ambulants^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/SavoirsEnBulles_11.jpg),[tweet](https://twitter.com/SavoirsEnBulles/status/1326490964903550976) [web](https://www.lessavoirsambulants.fr/p/30daymapchallenge.html),,,,,
**14** ^Climate change^,**@CaptainWenwei** ^Scott^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/CaptainWenwei_14.jpg),[tweet](https://twitter.com/CaptainWenwei/status/1327631320470614022) ,,,,,Python
**02** ^Lines^,**@alnpierre** ^Pierre^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/alnpierre_02.jpg),[tweet](https://twitter.com/alnpierre/status/1323381801658863616) ,,,,,
**13** ^Raster^,**@kgjenkins** ^Keith Jenkins^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/kgjenkins_13.png),[tweet](https://twitter.com/kgjenkins/status/1327391879210610698) ,,,,,QGIS
**21** ^Water^,**@whiterabbit_sci** ^The White Rabbit Science^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/whiterabbit_sci_21.jpg),[tweet](https://twitter.com/whiterabbit_sci/status/1330252551967694849) ,,,,,
**11** ^3D^,**@quorumetrix** ^Tyler Sloan^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/quorumetrix_11.jpg),[tweet](https://twitter.com/quorumetrix/status/1326611908611383296) ,,,,,
**24** ^Elevation^,**@IsaacSCastro** ^Isaac SC^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/IsaacSCastro_24.jpg),[tweet](https://twitter.com/IsaacSCastro/status/1331251481949966339) ,,,,,
**29** ^Globe^,**@JoeWDavies** ^Joe Davies^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JoeWDavies_29.jpg),[tweet](https://twitter.com/JoeWDavies/status/1333089909821857793) ,,,,,
**27** ^Big/small data^,**@EljarmouniMed** ^EL JARMOUNI Mohamed^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/EljarmouniMed_27.png),[tweet](https://twitter.com/EljarmouniMed/status/1332461601270755336) ,,,,,
**11** ^3D^,**@darenw** ^Daren Willman^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/darenw_11.png),[tweet](https://twitter.com/darenw/status/1326534450730196992) ,,,,,
**06** ^Red^,**@pnwgeogeek** ^AliceCarol^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/pnwgeogeek_06.jpg),[tweet](https://twitter.com/pnwgeogeek/status/1324896166874550273) ,,,,,
**01** ^Points^,**@Super_Explorer** ^SuperExplorer 🇵🇷^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Super_Explorer_01.jpg),[tweet](https://twitter.com/Super_Explorer/status/1323092527029886978) ,,,,,R
**15** ^Connections^,**@caglarkoylu** ^Caglar Koylu^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/caglarkoylu_15.jpg),[tweet](https://twitter.com/caglarkoylu/status/1328024009062182914) ,,,,,
**08** ^Yellow^,**@rocopley1** ^Russell Copley^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/rocopley1_08.jpg),[tweet](https://twitter.com/rocopley1/status/1325555224300277760) ,Canada,Calgary,,,
**16** ^Islands^,**@assesslife** ^Jose Maria Echave Sanz^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/assesslife_16.jpg),[tweet](https://twitter.com/assesslife/status/1328219998050000896) ,,,,,Mapbox
**02** ^Lines^,**@steven4320555** ^Yu(Steven) ZHANG 张宇^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/steven4320555_02.png),[tweet](https://twitter.com/steven4320555/status/1323384216491565056) ,,,,,
**10** ^Grid^,**@Helenmckmck** ^Helen McKenzie^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Helenmckmck_10.jpg),[tweet](https://twitter.com/Helenmckmck/status/1326235076787572736) ,,,,,QGIS
**05** ^Blue^,**@azolnai** ^Andrew Zolnai^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/azolnai_05.jpg),[tweet](https://twitter.com/azolnai/status/1324407774541946881) ,,,,,
**08** ^Yellow^,**@EFisherWX** ^Evan Fisher^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/EFisherWX_08.jpg),[tweet](https://twitter.com/EFisherWX/status/1325452473608396800) ,,,,,
**04** ^Hexagons^,**@andrewrfrench** ^Andrew French^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/andrewrfrench_04.jpg),[tweet](https://twitter.com/andrewrfrench/status/1324015045701898240) ,USA,Denver,,,
**02** ^Lines^,**@AlandcoC** ^Anne L.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AlandcoC_02.jpg),[tweet](https://twitter.com/AlandcoC/status/1323363090306576385) ,,,,,
**30** ^A map^,**@JonasNelson19** ^Jonas Nelson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JonasNelson19_30.jpg),[tweet](https://twitter.com/JonasNelson19/status/1333403111055110148) ,Europe,,,,
**28** ^Non-geographic^,**@Kartokobri** ^Julien Dupont Kobri^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Kartokobri_28.jpg),[tweet](https://twitter.com/Kartokobri/status/1332585215278141441) ,,,,,
**24** ^Elevation^,**@ShijiaWendy** ^Wendy Shijia^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ShijiaWendy_24.jpg),[tweet](https://twitter.com/ShijiaWendy/status/1331799930407591936) ,China,,elevation,joyplot,"QGIS, Figma"
**17** ^Historical^,**@dgplacenames** ^D&G place-names^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dgplacenames_17.jpg),[tweet](https://twitter.com/dgplacenames/status/1328818875530670088) ,,,,,QGIS
**15** ^Connections^,**@1cartogRaph** ^Raphaël Bz^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/1cartogRaph_15.jpg),[tweet](https://twitter.com/1cartogRaph/status/1327877514891550721) ,Switzerland,Lausanne,transport,,QGIS
**12** ^Non-GIS^,**@evelynuuemaa** ^Evelyn Uuemaa^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/evelynuuemaa_12.jpg),[tweet](https://twitter.com/evelynuuemaa/status/1326812610038276100) ,,,,,
**21** ^Water^,**@darenw** ^Daren Willman^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/darenw_21.jpg),[tweet](https://twitter.com/darenw/status/1330207053764243458) ,,,,,
**07** ^Green^,**@clintyMw** ^Clinty^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/clintyMw_07.jpg),[tweet](https://twitter.com/clintyMw/status/1325121427641491457) ,,,,,
**25** ^COVID-19^,**@tkardi** ^Tõnis Kärdi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tkardi_25.jpg),[tweet](https://twitter.com/tkardi/status/1331520457284194305) ,,,,,
**02** ^Lines^,**@armiok** ^Mario Hernández^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/armiok_02.jpg),[tweet](https://twitter.com/armiok/status/1324181236424822785) ,Mexico,,,,Python
**01** ^Points^,**@andrewdc_nz** ^Andrew Douglas-Clifford^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/andrewdc_nz_01.jpg),[tweet](https://twitter.com/andrewdc_nz/status/1322704397013377025) ,New Zealand,,elevation,,
**04** ^Hexagons^,**@geotologist** ^Simon Bardsley^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geotologist_04.jpg),[tweet](https://twitter.com/geotologist/status/1323805411611275264) ,New Zealand,,,,
**19** ^NULL^,**@Neil_py_harris** ^Neil Harris^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Neil_py_harris_19.jpg),[tweet](https://twitter.com/Neil_py_harris/status/1329348696929013761) ,USA,,,,
**16** ^Islands^,**@zinnie__A** ^Zainab Adamu^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/zinnie__A_16.jpg),[tweet](https://twitter.com/zinnie__A/status/1328418650781609984) ,Nigeria,,,,ArcGIS
